"text"	"id"	"code"
" thing tom hanks screenwriting directorial debut thing qualities associate beloved screen actor moment fun lively nice quality hindrance nostalgia trifle nice sweet teeters bland milquetoast thing focuses wonders teen rock band erie pennsylvania suddenly thrust national spotlight score major dance hit called thing group members naturally diverse group brooding lead singer songwriter jimmy johnathon schaech girl crazy lenny steve zahn lead guitarist goofy geeky type bass player ethan embry film center guy tom everett scott drummer aspirations jazz wonders ride success jimmy perpetually neglected galpal faye liv tyler hanks proves capable writer director deftly recreating innocent spirit hanks calls innocent year spirit reflected period clothes settings music recent period music film grace heart expressly written film hanks hand writing tunes infectious title cut adam schlesinger guaranteed stay head long end credits rolled playing mind write surprise hanks director works actors eliciting charming likable work entire cast notably hanks lookalike scott tyler remarkable delivering film biggest dramatic moment work young ensemble natural convince teens early grungers playacting retro light frothy charms thing nice fault unbridled innocence film refreshing change sinful cinema days conflict things consistently interesting happy basking glow overnight success marvelling end tone quickly reverts sweetness ending appropriately feel good note isn edge thing thing remotely edgy hanks turn wonders manager danger nice bland niceness long days denying entertainment thing impossible hate inoffensive enjoyable piece nostalgia leave audiences smiling humming singing thing possibly days paraphrase passage song forget song hard time play thing "	13	"Positive"
" remake la cage aux folles features gay couple pretending straight order pull wool eyes son future laws couple robin williams nathan lane archetypal kind put stereotypical gays williams owns nightclub featuring drag queens partner performs featured star live club possibly mistaken heterosexual abode williams excellent surprise gene hackman wing potential father law refreshing comedic roles real star lane attempted transformation gay men world straight shooting uncle hilarious personal failing part crying screaming drag queen faux high drama grates nerves minutes film filled luckily doesn long rest story focuses relationship men son deception question stereotypes touchy guys personify homophobic gay image hear swishing supposed representative gay man world ll outraged accept view movie gay individuals ll love choice "	14	"Positive"
" season serial killer movie kathie lee gifford public devastation lo behold switchback fast heels stalker fare kiss girls summer switchback undoubtedly weak genre entry material covers tired filmmakers rarely sustain energy make proceedings interesting switchback opens murder babysitter abduction young child watching learn late game kid belongs fbi agent frank lacrosse dennis quaid kidnapper killer nameless fiend lacrosse tracking country promptly removed case conflict interest doesn offering pursuit lacrosse recent trek takes blood soaked hotel room amarillo texas local sheriff lee ermey torn election campaign helping ally catch man related railway worker bob goodall danny glover cruising snowbound west pinup plastered seatbelts el dorado picks subsequently saves life hitchhiking loner lane dixon jared leto tangent isn random bob lane end holding piece puzzle turn killer villain fact lacrosse pretending cold hearted murderer sense half basic problem switchback hour movie presents evidence men perpetrator insight fear ll learn fast make proper deduction switchback decides explicitly reveal killer identity midpoint contradictory character motivations muddle pacing generation suspense acting burdensome area performers instructed build personas exact opposite true danny glover grinning yeehawing messy plot dennis quaid monotone stop ermey solid supporting role interesting leads thrown charismatic leto claire danes object affection called life scene stealer true material standpoint switchback pretty empty time director jeb stuart wrote fugitive die hard doesn movie great visuals set train climax good action illogical beautiful crisp cinematography captures rockies icy splendor turn lump coal diamond movie end leaving cold "	15	"Negative"
"funny expectations defeated good ways ghost darkness promised promise hemingwayesque showdown men nature delivered mystery science theater level material inadvertently hilarious story made scream advice characters jobs line remember correctly end century col patterson val kilmer irish accent african zephyr engineer hired build british railway bridge tsavo river uganda immensely stereotypical problems natives restless boss jerk man eating lions stalking work camp killing people patterson handle situation incompetently turns charles remington michael douglas hunter world reknown movie stacks deck heavily favor lions top billing starred siegfried roy nigh invulnerable comic book put excuse movie native stepping solmenly recite lines power nature give break movie hasn wherewithal begin exploit ideas find convenient ways stall lion hunts idiotic remington big plan build large scaffold structure middle savannah sit wait lion show knocked bird end movie blood vessels palm broken open pounding forehead hand acting forgettable douglas good job portraying cracked fellow hasn kilmer wishes rest vanish cinematography camera behaves stupidly lion attacks incoherent expect movie dunno real excitement suppose sense formidable forces sides equation luck dug tattered copy hemingway short happy life francis macomber read taste movie mind "	16	"Negative"
"capsule planet mars police taking custody accused murderer face title menace lot fighting lot story john carpenter reprises ideas previous films assault precinct film homage john carpenter apparently believes action scenes people fight horrible horror scenes writer director horror films supposedly expert horror bad mistake make ghosts mars called horror movie drawn fight humans surprisingly low powered alien menace addition john carpenter made ghosts mars carpenter grounds sue film chock full pieces assault precinct thing prince darkness fact surprising carpenter managed fit pieces previous work film admittedly make good science fiction experience ghosts mars takes place year mars terraformed humans walk surface breathing gear good film budget mentioned gravity mars increased earth normal making easier film society changed bit time advanced surprisingly apparently culture changed women positions control carpenter view women made mess things society stagnated female control minor technological advances society changed years expect change ten basic plot ghosts mars common assault precinct precinct precinct replaced tacky rundown martian mining colony criminal napolean wilson film criminal desolation williams facing hoodlums automatic weapons police face ghosts mars ghosts alien nature behave alien manner essentially behave human savages lapse imagination story told flashback flashback flashback flashback flashback flashback ghosts mars takes place night filmed tones red yellow black carpenter manages give powerful opening scene showing mining train rushing martian night sound music heavy beat sadly buildup terror creates fugitive wannabes rock band kiss idea building suspense bunch sudden jump scenes sucker viewer thinking scary happening prove boring standard haunted house film shock effects require great talent give audience newer unimpressive cgi digital decapitations fights short stretch time release mission mars red planet ghosts mars mission mars panned reviewers time rate ghosts mars scale scale movie showed wife ghosts mars moderately carpenter classic assault precinct comment film "	17	"Negative"
"lucas wise start star wars trilogy episode episode boring empty spectacle features nice special effects familiar long time ago opening film starts opening yellow crawl features star wars movie computer game plot trade confederation blocking supplies peaceful planet naboo ruled queen amidala portman jedi knights qui gon neeson obi wan mcgregor negotiate deal confederation stop blockade simple blockade jedi knights deal dangers including facing evil darth maul ray park meet future darth vadar anakin skywalker jake lloyd star wars largely failure major areas filmmaking script direction characters script desperately make thin boring story hour epic trade confederation plot exciting death star film drama existent underlying tension urgent outcome film takes leisurely pace telling boring story doesn snap make film work moves plod script boring characters speak morals anakins mother group spirit evident characters speak profound statements bark orders evident happen leads hideously boring static characters time qui gon obi wan hold presence film give audience root audience warm bad guy darth maul screen time maul underused bad guys film history provide straight plot line film plots film concluded trilogy anakin annoying unlikeable cute huggable lucas doubt intended surprising hateful boy blessed ani joins dark side kills quickly comedy relief supposedly provided gangly jar jar brinks end provided film floppy features doubt great stuffed toys lines actions painfully unfunny good laugh tongue burned pod racer knew wouldn talk queen amidala film serves real purpose fact serve people goo goo anakin role important episodes actors don movie liam neeson bored embarrassed desperate leave movie quickly mcgregor posh mothers boy charm casting director chose scottish alec guinness explanation natalie portman plagued hideous costumes poor script delivers spunky performance jake lloyd hateful eyes delivers lines bored voice talent evident hard lucas chose child actors cute main claim film special effects impressive complement story cgi takes human element battle droids replacement stormtroopers characterless computer graphics lacking humour humanness stormtroopers episode disappointing high production values music meandering end plot root care effects nice dull plot half hour longer air manufacturing affair clich catered film remotely exciting pod race sequence episode dry affair serves purpose make money watch episode unfinished plot lines film disappointing barely word rating "	18	"Negative"
"forgive fevered criticism fervor crucible infects set salem massachusetts crucible opens group teenage girls passionately singing dancing boiling cauldron middle forest glow full moon beckon names men targets love spells girls lets hair sheds clothes outdone quest regain attention john proctor daniel day lewis abigail winona ryder suddenly seizes chicken beats ground smears face lips fresh blood taking adolescent hormone surges account surely chicken bashing bit bit excessive prim puritan sensibilities surely puritan eye close coven witches crucible errs beginning arthur miller summoned blame addition scene screen adaptation play harmless event bad start shaky morality tale play describes film opening scene tense exchanges makes veracity accusation reply adds play charged atmosphere film opening scene unintentional pandora box credulity stretched abigail obsession spotlighted positions crucible cautionary fable obsessive malevolent women witch hunts bring back memory rabbit boiling pot surprisingly nighttime forest frenzy unnoticed girls fail wake morning witches invoked eager blame girls questioned confession guilt accompanied announcement return god converted immaculate witnesses led lustfully abigail alarming synchronicity hormonally advantaged girls zealously gesture point accusing fingers innocents constant reminders abigail passion sets inexorable motion abigail seizes opportunity rid rival john proctor love wife elizabeth joan allen including accused witchcraft appropriately narrow waisted equipped distractingly white smile watch teeth deteriorate quickly murky yellow day lewis plays dashing moral hero earnestness longs watched director nicholas hytner guilty encouraging day lewis foaming mouth fervour shots stare proctor mounted pedestal admiration hytner direction unremarkable ryder performance abigail consistent mood swings fits frenzy energetic quieter moments successful abigail supposedly revels newfound power ryder fails convincingly haughty haughtiness spare paul scofield fine overzealous judge danforth incessant moral posturings characters recurrent histrionics young girls pricks nerves refuge restraint amidst huffing puffing allen elizabeth sympathetic character scene end featuring private conversation imprisoned elizabeth john undeniably powerful reprieve moral bantering human consequences revealed john audience increases urge pontificate returns human urgency situation lost clear miller meant delicacy fewer diversions screenplay imperfect creature distractions coming loud message result clumsy muddle felt chicken opening scene head ceaselessly banged piousness heavy handed wholly believable gallows beckoned sweet release bewitching crucible tests patience "	19	"Negative"
" fully loaded entertainment review website coming july ace ventura truman burbank jim carrey run gamut comic sympathetic characters cable guy supposed big breakthrough role zany humor darker dramatic acting results stellar film hot box office panned critics gene siskel admit dug time cable guy theatres super critic mode didn due fact hbo shows movie single day ve time lean back relax film surprise grew plot simple broderick plays guy named steven befriends cable guy played carrey stalked steven break relationship steven problems girlfriend robin leslie mann doesn room life friend cable guy antics creeping carrey cable guy steven aliases find tv characters larry tate chip douglas ricky ricardo apparently lives cable van critics didn enjoy newer darker manic performance carrey thought interesting movie enjoyable individual scenes karaoke jam steven apartment medieval fight theme restaurant bathroom beating la liar liar fact carrey humorous side scenes makes funny ve hear version jefferson airplane love sung aformentioned karaoke jam cable guy bad spots movie didn steven girlfriend felt focus relationship steven friend ending fooled moment contrived dissapointing found cable guy worthwhile venture video store rent suggest hbo wait till won wait long hell day "	20	"Positive"
" funnest isn word fun noun conjugated adjective word viewing chicken run kind movie reduces childish expressions funnest movie ve hell webster chicken run funnest movies ve remember time ve funner chickens tweedy farm living concentration camp atmosphere led plucky hen called ginger voice julia sawalha continually plans escape caught subsequently spending day day coal box night brash american rooster flies fence calling rocky mel gibson famous flying rooster circus performer rocky promises teach chickens fly situation grows desperate nefarious mrs tweedy miranda richardson decides abandon farm egg selling plan pie selling plan orders huge pie making machine cackling chickens pies sort pies chicken pies director nick park studio aardman animation produced oscar winning short films creature comforts wrong trousers close shave installments trilogy starring delightful team wallace gromit man dog famous increasingly peculiar adventures part made wallace films brilliantly entertaining park uncanny ability make story wrong trousers pulled lot hitchcockian suspense tricks close shave owed great deal inspiration classic detective stories hands park team stories felt fresh inspired bit contrived teaming director peter lord park created similar creature chicken run plot largely lifted great escape watch quick reference ball bouncing scene spielberg inspired action sequences providing excitement thing film doesn feel lifted chicken run feels fresh alive part original idea world idea make prisoners war movie starring chickens park lord milk incongruity worth characters treat situation dead chickens funny thing helps chicken run park films succeed animators subtle giving nods films cribbing references great escape stalag chase sequence inside chicken grinder parodies raiders lost ark indiana jones temple doom nod blues brothers filmmakers light hearted ribbing expense star voice actor taking couple subtle jabs mel gibson nationality film history braveheart reference hoot catch fine line resides funny parody redundant chicken run downright brilliant execution july year ve dozens dozens blair witch project parodies television radio online amusing rest tiresome past thought parodying blair witch movie parodies offer insight original idea greater purpose funny movie conversely chicken run doesn lean parodies film references sole focus scene ve indiana jones chase sequence fun idea mel gibson rocky remains interesting character park lord screenwriter karey kirkpatrick realize audience parody shoved faces understood result chicken run filled visual verbal jabs obvious vague enjoyment movie doesn require knowledge film history ve chicken run richer voice cast turns uniformly lively performances characters play subtle nuances hard fall love ginger perfect spunky opinionated soft heart forbids leave companions julia sawalha cute mousy girl absolutely fabulous nails warm human chemistry gibson rocky hides personal doubt brash gung ho veneer characters inevitable romance doesn feel contrived sweet poor mr tweedy tony haygarth suspects chickens organizing limited intellect prevents figuring things overbearing wife isn jane horrocks delivers lovely voice characterization tragically optimistic babs hen runs liners perpetually crocheting sweater supply trading rats walked straight monty python sketch steal show lively central swing dancing sequence inspired riff baffled scholars theologians alike decades chicken egg dilemma expected inevitable joke wearisome chicken run delightful surprise film manages cross barriers accessible children adults brits yanks rats chickens animation rate remember fashioned actual humans moving clay figurines tiny set bit painstaking bit remarkable chicken run movie possesses quality makes pixar studios animation great precise unwavering attention detail top notch family fare bug life toy story chicken run offer frame passive viewer enjoy straightforward story worthwhile moral surprisingly touching scenes active attentive viewers enjoy ll catch details movie boatload fun funnest damn movie ve year "	21	"Positive"
" doesn formulaic tough cop renegade cop loser partner problems explain renegade prove good trapped good guys bad guys woman story purpose providing sex hero middle film bo dietl pronounced deedle baldwin tough cop guy investigated hardass fbi agents due association ny mafia top problem drunk gambling addicted partner penn penchant collecting parking tickets guess cops aren immune throw mix femme fatale gershon plenty ammo decent cop drama middle film throw completely related plot point dietl partner duke solve case warned stay film spends half hour tracking case nun beaten raped death case solved film shifts focus back mafia issue neat mesh screenwriter wanted create stories failed miserably asked accept michael mcglone mafioso insult performances pretty good baldwin occasionally slips impression brother alec fine job tough cop penn slips impression brother sean loser tough guy cop tough cop lacks originality film offers cop film screams sidney lumet place produced marty michael bregman producers lumet dog day afternoon serpico masterful sidney make tough cop good film lacking boom mic pop top frame early picture notice back mind time medium long shot times hoping tough cop isn laughable terrible film isn unique classic film didn made thing title "	22	"Negative"
